Tanggal,No PO,No SO,Tanggal SPK,Deadline SPK,Nama Vendor (PIC),Kontak,Kategori Produk,Jenis Produk,Nama Produk,Qty,Satuan,Revisi,Tgl Revisi,Jumlah Harga,Sub Total,Metode Pembayaran,Nama Sales,Tanggal.1,Nilai Pembayaran,Tanggal.2,Nilai Pembayaran.1,Tanggal.3,Nilai Pembayaran.2,Tanggal.4,Nilai Pembayaran.3,Tanggal.5,Nilai Pembayaran.4,Tanggal.6,Nilai Pembayaran.5,Tanggal.7,Nilai Pembayaran.6,Tanggal.8,Nilai Pembayaran.7,Tanggal.9,Nilai Pembayaran.8,Tanggal.10,Nilai Pembayaran.9,Tanggal.11,Nilai Pembayaran.10,Tanggal.12,Nilai Pembayaran.11,Jumlah Penyelesaian,Kekurangan Pembayaran,Status Pengiriman,Hutang Vendor,Link Odoo Project - Core Process,Checklist Keuangan,Bulan
2026-04-27,P00078,S00343,27/04/2026,15/05/2026,Kembar Teknika,81234567890,Alat Usaha & Perlengkapan Rumah Tangga,Hotplate Custom Non Cukit dan Kayu,Hotplate Custom Non Cukit dan Kayu,10.0,PCS,,,400000.0,400000.0,,Anis,18/05/2026,Rp400.000,,,,,,,,,,,,,,,,,,,,,,,400000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112095&access_token=ac590cab-0c82-40df-8a58-ba9ad05a0483,False,2026-04
2026-04-27,P00079,REHABILITASI ,,,Futastone,62823-2220-4090,Street Furniture & Landscape,Jasa Pekerjaan Maintenance Pembersihan Tanaman dan Teras Depan Futake,Jasa Pekerjaan Maintenance Pembersihan Tanaman dan Teras Depan Futake,1.0,UNIT ,,,6092515.0,6092515.0,Transfer ,,25/04/2026,6.092.515,,,,,,,,,,,,,,,,,,,,,,,6092515.0,0.0,Diterima Futake,0.0,Rehabilitasi Halaman Futake ,False,2026-04
2026-04-27,P00080,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Datar 3""","Roofdrain 2 Susun Datar 3""",100.0,PCS,,,3850000.0,8000000.0,Transfer ,Stock,28/04/2026,Rp2.400.000,02/05/2026,Rp5.600.000,,,,,,,,,,,,,,,,,,,,,8000000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-27,P00080,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Datar 4""","Roofdrain 2 Susun Datar 4""",100.0,PCS,,,4150000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-27,P00081,S02615 ,27/04/2026,15/05/2026,Kembar Teknika,81234567890,Street Furniture & Landscape,Bollard Sleman ,Bollard Sleman ,3.0,PCS,revisi qty ,,5145000.0,5145000.0,Transfer ,Anis,28/04/2026,Rp1.029.000,15/05/2026,Rp4.116.000,,,,,,,,,,,,,,,,,,,,,5145000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112286&access_token=b1e7602e-6d57-4a39-8e07-643eebb13892,False,2026-04
2026-04-28,P00082,S00362,28/04/2026,04/05/2026,Reyhan Besi Jaya ,62 878-7575-6392,Street Furniture & Landscape,Cetakan Buis Beton RCP ,Cetakan Buis Beton RCP Uk. 30 x 120 tebal beton 4 cm ,1.0,PCS,,,2970000.0,2970000.0,Transfer ,Santi,29/04/2026,Rp891.000,09/05/2026,Rp2.079.000,,,,,,,,,,,,,,,,,,,,,2970000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112295&access_token=057d49f5-c66f-4041-8605-5c672e6455b3,False,2026-04
2026-04-29,P00083,STOCK ,,,Bintang Steel (Pak Dandung),62 812-2588-5220,Alat Usaha & Perlengkapan Rumah Tangga,Dandang 25 Liter Berkeran ,Dandang 25 Liter Berkeran ,10.0,PCS,,,1450000.0,3650000.0,Transfer ,Stock,30/04/2026,Rp1.095.000,05/05/2026,Rp2.555.000,,,,,,,,,,,,,,,,,,,,,3650000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-29,P00083,STOCK ,,,Bintang Steel (Pak Dandung),62 812-2588-5220,Alat Usaha & Perlengkapan Rumah Tangga,Dandang 50 Liter Berkeran ,Dandang 50 Liter Berkeran ,10.0,PCS,,,2200000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-29,P00084,S00537,,,WM Beton ,81329100957,Street Furniture & Landscape,Roster Putih SR Yogyakarta ,Roster Putih SR Yogyakarta ,2000.0,PCS,,,12000000.0,12000000.0,Transfer ,Syaiful ,29/03/2026,Rp6.000.000,08/05/2026,Rp6.000.000,,,,,,,,,,,,,,,,,,,,,12000000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-29,P00084,S00537,,,WM Beton ,81329100957,Street Furniture & Landscape,Ongkos Kirim ,Ongkos Kirim ,1.0,RIT ,,,1700000.0,1700000.0,Transfer ,Syaiful ,08/05/2026,Rp1.700.000,,,,,,,,,,,,,,,,,,,,,,,1700000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-29,P00085,S00451,30/04/2026,12/04/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Grill Chamber uk. 31x50 cm FC,Grill Chamber uk. 31x50 cm FC,8.0,UNIT ,,,2000000.0,2325000.0,Transfer ,Anis,02/05/2026,Rp697.500,18/05/2026,Rp1.627.500,,,,,,,,,,,,,,,,,,,,,2325000.0,0.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112310&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-29,P00085,S00451,30/04/2026,12/04/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Biaya Matras ,Biaya Matras ,1.0,PCS,,,325000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112310&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-29,P00086,S00450,30/04/4026,13/05/2026,Futastone,62 823-2220-4090,Street Furniture & Landscape,"Bollard Teraso 23 x 23 cm, tinggi 100 cm","Bollard Teraso 23 x 23 cm, tinggi 100 cm",8.0,PCS,,,5280000.0,5280000.0,Transfer ,Syaiful ,02/05/2026,Rp1.584.000,19/05/2026,Rp3.696.000,,,,,,,,,,,,,,,,,,,,,5280000.0,0.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=111961&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-29,P00087,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Datar 2"" ","Roofdrain 2 Susun Datar 2"" ",100.0,PCS,,,3650000.0,15650000.0,Transfer ,Stock,30/04/2026,Rp4.695.000,05/05/2026,Rp10.955.000,,,,,,,,,,,,,,,,,,,,,15650000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-29,P00087,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Cembung 3""","Roofdrain 2 Susun Cembung 3""",150.0,PCS,,,5775000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-29,P00087,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Cembung 4""","Roofdrain 2 Susun Cembung 4""",150.0,PCS,,,6225000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-30,P00088,S00537,,,Mulya Mahkota Roster ,82138900137,Street Furniture & Landscape,Roster Putih SR Yogyakarta ,Roster Putih SR Yogyakarta ,500.0,PCS,,,3750000.0,3750000.0,Transfer ,Syaiful ,29/04/2026,Rp500.000,30/04/2026,Rp3.250.000,,,,,,,,,,,,,,,,,,,,,3750000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-30,P00089,S00537,,,WM Beton ,81329100957,Street Furniture & Landscape,Roster Putih SR Yogyakarta ,Roster Putih SR Yogyakarta ,700.0,PCS,,,4200000.0,4200000.0,Transfer ,Syaiful ,30/04/2026,Rp4.200.000,,,,,,,,,,,,,,,,,,,,,,,4200000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-30,P00090,S00493,30/04/2026,14/05/2026,Bapak Antok,0812-1706-3264,Street Furniture & Landscape,Bollard Custom ,Bollard Custom ,1.0,PCS,Revisi ukuran & qty ,14/5/2026,800000.0,8450000.0,Transfer ,Swastika,02/05/2026,Rp1.680.000,,,,,,,,,,,,,,,,,,,,,,,1680000.0,6770000.0,Diterima Futake,6770000.0,http://futakesistem.com/mail/view?model=project.task&res_id=111380&access_token=ca9e818d-947b-4481-a67a-fd4641a82272,False,2026-04
2026-04-30,P00090,S00493,30/04/2026,14/05/2026,Bapak Antok,0812-1706-3264,Street Furniture & Landscape,Bollard Custom ,Bollard Custom Revisi Tinggi 75cm ,9.0,PCS,,,7650000.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111380&access_token=ca9e818d-947b-4481-a67a-fd4641a82272,False,2026-04
2026-04-30,P00091,S00472,30/04/2026,08/05/2026,MF Antik,62 812-1506-204,Street Furniture & Landscape,Kursi Taman UNDIP ,Kursi Taman UNDIP ,6.0,PCS,,,12900000.0,12900000.0,Transfer ,Fajar,02/05/2026,Rp3.870.000,13/05/2026,Rp9.030.000,,,,,,,,,,,,,,,,,,,,,12900000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112323&access_token=138b63c9-f1ac-4ae4-8054-2736db7c9874,False,2026-04
2026-05-02,P00092,STOCK ,,,TS Alumunium Pak Teguh Basuki ,81392989724,Alat Usaha & Perlengkapan Rumah Tangga,Wajan Aluminium Putih Tipis No.13,Wajan Aluminium Putih Tipis No.13,100.0,PCS,,,2800000.0,41320000.0,Transfer ,Stock,04/05/2026,Rp41.320.000,,,,,,,,,,,,,,,,,,,,,,,41320000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-02,P00092,STOCK ,,,TS Alumunium Pak Teguh Basuki ,81392989724,Alat Usaha & Perlengkapan Rumah Tangga,Wajan Aluminium Putih Tipis No.14,Wajan Aluminium Putih Tipis No.14,180.0,PCS,,,6345000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-02,P00092,STOCK ,,,TS Alumunium Pak Teguh Basuki ,81392989724,Alat Usaha & Perlengkapan Rumah Tangga,Wajan Aluminium Putih Tebal No.14,Wajan Aluminium Putih Tebal No.14,220.0,PCS,,,12870000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-02,P00092,STOCK ,,,TS Alumunium Pak Teguh Basuki ,81392989724,Alat Usaha & Perlengkapan Rumah Tangga,Wajan Aluminium Polish Tipis No. 13,Wajan Aluminium Polish Tipis No. 13,60.0,PCS,,,1755000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-02,P00092,STOCK ,,,TS Alumunium Pak Teguh Basuki ,81392989724,Alat Usaha & Perlengkapan Rumah Tangga,Wajan Aluminium Polish Tipis No. 14,Wajan Aluminium Polish Tipis No. 14,180.0,PCS,,,6570000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-02,P00092,STOCK ,,,TS Alumunium Pak Teguh Basuki ,81392989724,Alat Usaha & Perlengkapan Rumah Tangga,Wajan Aluminium Polish Tebal No.14,Wajan Aluminium Polish Tebal No.14,180.0,PCS,,,10980000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-04,P00093,S00520,05/05/2026,16/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Grill Chamber 39x100x3 cm beban 20T,Grill Chamber 39x100x3 cm beban 20T,4.0,PCS,,,3200000.0,3200000.0,Transfer ,Anis,05/05/2026,Rp960.000,20/05/2026,Rp2.240.000,,,,,,,,,,,,,,,,,,,,,3200000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=111818&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-04,P00094,S00536,,,Bapak Antok,0812-1706-3264,Alat Usaha & Perlengkapan Rumah Tangga,Service Mesin Parut ,Service Mesin Parut ,1.0,UNIT ,,,400000.0,400000.0,Transfer ,Anis,23/05/2026,Rp400.000,,,,,,,,,,,,,,,,,,,,,,,400000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112367&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-04,P00095,S00535,,,Reyhan Besi Jaya ,62 878-7575-6392,Street Furniture & Landscape,Cetakan Buis Beton RCP ,Cetakan Buis Beton RCP Uk. 40 x 120 Tebal 5cm ,1.0,PCS,,,3150000.0,3150000.0,Transfer ,Santi,04/05/2026,Rp945.000,09/05/2026,Rp2.205.000,,,,,,,,,,,,,,,,,,,,,3150000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112238&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-04,P00096,S00537,,,UD Sinar Mulia Surabaya ,81231354513,Art & Craft,Iron Oxide Merah 130b,Iron Oxide Merah Untuk Pewarna Roster,9.0,SAK ,,,7875000.0,7875000.0,Transfer ,Syaiful ,04/05/2026,Rp7.875.000,,,,,,,,,,,,,,,,,,,,,,,7875000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=16868&cids=1&menu_id=141&action=209&model=crm.lead&view_type=form,False,2026-05
2026-05-05,P00097,S00537,,,WM Beton ,81329100957,Street Furniture & Landscape,Roster Putih SR Yogyakarta,Roster Putih SR Yogyakarta,45000.0,PCS,Revisi qty ,,270000000.0,270000000.0,Transfer ,Syaiful ,05/05/2026,Rp30.000.000,06/05/2026,Rp20.000.000,8/5/2026,10.000.000,12/5/2026,10.000.000,13/5/2026,10.000.000,14/5/2026,10.000.000,21/5/2026,10.000.000,25/5/2026,35.700.000,30/5/2026,15.900.000,,,,,,,151600000.0,118400000.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-05
2026-05-05,P00097,S00537,,,WM Beton ,81329100957,Street Furniture & Landscape,Ongkir ,Ongkir ,8.0,RIT ,,,13600000.0,13600000.0,Transfer ,Syaiful ,25/05/2026,Rp5.100.000,30/05/2026,Rp1.700.000,,,,,,,,,,,,,,,,,,,,,6800000.0,6800000.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-05
2026-05-05,P00098,S00537,,,Futastone,62 823-2220-4090,Street Furniture & Landscape,Roaster Teracotta SR Yogyakarta,Roaster Teracotta SR Yogyakarta,41122.0,PCS,,,246732000.0,320982000.0,Transfer ,Syaiful ,05/05/2026,Rp30.000.000,06/05/2026,Rp20.000.000,8/5/2026,10.000.000,12/5/2026,10.000.000,13/5/2026,10.000.000,14/5/2026,10.000.000,16/5/2026,10.000.000,21/5/2026,10.000.000,,,,,,,,,110000000.0,210982000.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112159&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-05,P00098,S00537,,,Futastone,62 823-2220-4090,Street Furniture & Landscape,Roster Putih SR Yogyakarta,Roster Putih SR Yogyakarta,12375.0,PCS,Revisi qty ,,74250000.0,,Transfer ,Syaiful ,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112158&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-05
2026-05-05,P00099,5/5/2026,05/05/2026,12/05/2026,MF Antik,62 812-1506-204,Street Furniture & Landscape,Umpak Tiang Lampu Puro Pakualaman besi cor,Umpak Tiang Lampu Puro Pakualaman besi cor,4.0,PCS,,,4000000.0,4000000.0,Transfer ,Syaiful ,05/05/2026,Rp1.200.000,16/05/1016,Rp2.800.000,,,,,,,,,,,,,,,,,,,,,4000000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form&id=111906,False,2026-05
2026-05-05,P00100,S00543,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Andesit Bakar 10 x 10 x 10 cm,Andesit Bakar 10 x 10 x 10 cm,40.0,PCS,,,16800000.0,16800000.0,Transfer ,Syaiful ,05/05/2026,Rp5.040.000,13/05/2026,Rp11.760.000,,,,,,,,,,,,,,,,,,,,,16800000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112462&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-06,P00101,S00117,,,Futastone,62 823-2220-4090,Street Furniture & Landscape,Nursery Proyek SR Yogyakarta,Nursery Proyek SR Yogyakarta,1.0,SET ,,,3858000.0,3858000.0,Transfer ,Syaiful ,06/05/2026,Rp3.858.000,,,,,,,,,,,,,,,,,,,,,,,3858000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112497&access_token=a0767e09-1f00-44b3-995b-374e014c7237,False,2026-05
2026-05-06,P00102,STOCK ,,,Kembar Teknika,62823-2220-1080,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 6 No. 1 ,Toples Kaca 6 No. 1 ,10.0,PCS,,,1150000.0,1150000.0,Transfer ,Stock,06/05/2026,1.150.000,,,,,,,,,,,,,,,,,,,,,,,1150000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-07,P00103,S00547,07/05/2026,30/05/2026,PT. Panca Karya Wijaya ,8161163491,Street Furniture & Landscape,Tiang PJU Octagonal 7m ,Tiang PJU Octagonal 7m ,32.0,UNIT ,Revisi qty,26/5/2026,80000000.0,108000000.0,Transfer ,Syaiful ,07/05/2026,Rp10.000.000,13/05/2026,Rp10.000.000,18/5/2026,10.000.000,,,,,,,,,,,,,,,,,,,30000000.0,78000000.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112187&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00103,S00547,07/05/2026,30/05/2026,PT. Panca Karya Wijaya ,8161163491,Street Furniture & Landscape,Tiang PJU Octagonal 5m ,Tiang PJU Octagonal 5m ,14.0,UNIT ,Revisi qty,26/5/2026,28000000.0,,Transfer ,Syaiful ,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112187&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00104,S00549,,30/05/2026,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Guiding Block Ubin Line 30 x 30 x 3,Guiding Block Ubin Line 30 x 30 x 3,4731.0,PCS,,,37848000.0,38496000.0,Transfer ,Santi,07/05/2026,Rp10.000.000,08/05/2026,Rp10.000.000,,,,,,,,,,,,,,,,,,,,,20000000.0,18496000.0,Diterima Futake,18496000.0,http://futakesistem.com/mail/view?model=project.task&res_id=112512&access_token=354de5e9-0fa7-40a8-9e1b-862b9e630a99,False,2026-05
2026-05-07,P00104,S00549,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Guiding Block Ubin Dot 30 x 30 x 3,Guiding Block Ubin Dot 30 x 30 x 3,81.0,PCS,,,648000.0,,Transfer ,Santi,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112513&access_token=d6570ff8-9882-4d39-bfe0-84e96bb2d598,False,2026-05
2026-05-07,P00105,S00548,,,Teknika Jaya (Bu Yusri),85802773253,Mesin Tepat Guna,"Giboult Join for PVC P.20cm Uk. 2""","Giboult Join for PVC P.20cm Uk. 2""",49.0,PCS,,,6125000.0,17115000.0,Transfer ,Anis,07/05/2026,Rp5.134.500,,,,,,,,,,,,,,,,,,,,,,,5134500.0,11980500.0,Diterima Futake,11980500.0,https://futakesistem.com/web#id=112505&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00105,S00548,,,Teknika Jaya (Bu Yusri),85802773253,Mesin Tepat Guna,"Giboult Join for PVC P.20cm Uk. 3""","Giboult Join for PVC P.20cm Uk. 3""",14.0,PCS,,,2100000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112505&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00105,S00548,,,Teknika Jaya (Bu Yusri),85802773253,Mesin Tepat Guna,"Giboult Join for PVC P.20cm Uk. 4""","Giboult Join for PVC P.20cm Uk. 4""",22.0,PCS,,,3850000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112505&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00105,S00548,,,Teknika Jaya (Bu Yusri),85802773253,Mesin Tepat Guna,"Giboult Join for PVC P.20cm Uk. 6""","Giboult Join for PVC P.20cm Uk. 6""",2.0,PCS,,,720000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112505&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00105,S00548,,,Teknika Jaya (Bu Yusri),85802773253,Mesin Tepat Guna,"Giboult Join for PVC P.20cm Uk. 8""","Giboult Join for PVC P.20cm Uk. 8""",8.0,PCS,,,4320000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112505&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-07,P00106,S00540,07/05/2026,20/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Grill Garis ,Grill Garis FCD Top 10mm,2.0,PCS,,,1900000.0,5634000.0,Transfer ,Fajar,07/05/2026,Rp1.690.200,23/05/2026,Rp3.943.800,,,,,,,,,,,,,,,,,,,,,5634000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112443&access_token=4b76bc32-a0c2-4ebb-b4fc-c07049c7d2a6,False,2026-05
2026-05-07,P00106,S00540,07/05/2026,20/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Grill Bunga ,Grill Bunga FCD Top 10mm,2.0,PCS,,,2734000.0,,Transfer ,Fajar,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112444&access_token=c616730c-95d3-4c0a-a0ba-ff8ff02f044a,False,2026-05
2026-05-07,P00106,S00540,07/05/2026,20/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Biaya Matras ,Biaya Matras Grill Garis FCD Top 10mm,1.0,PCS,,,450000.0,,Transfer ,Fajar,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112443&access_token=4b76bc32-a0c2-4ebb-b4fc-c07049c7d2a6,False,2026-05
2026-05-07,P00106,S00540,07/05/2026,20/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Biaya Matras ,Biaya Matras Grill Bunga FCD Top 10mm,1.0,PCS,,,550000.0,,Transfer ,Fajar,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112444&access_token=c616730c-95d3-4c0a-a0ba-ff8ff02f044a,False,2026-05
2026-05-07,P00107,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 6 No. 1 ,Toples Kaca 6 No. 1 ,5.0,PCS,,,575000.0,2810000.0,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2810000.0,Diterima Futake,2810000.0,STOCK ,False,2026-05
2026-05-07,P00107,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 1 No. 3 ,Toples Kaca 1 No. 3 ,15.0,PCS,,,1185000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-07,P00107,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 6 No. 6,Toples Kaca 6 No. 6,10.0,PCS,,,550000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-07,P00107,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 6 No. 2 ,Toples Kaca 6 No. 2 ,5.0,PCS,,,500000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-05
2026-05-08,P00108,S00547,07/05/2026,30/05/2026,PT. Panca Karya Wijaya ,8161163491,Street Furniture & Landscape,Tiang PJU Octagonal 7m ,Tiang PJU Octagonal 7m H07 Solar Cell ,16.0,UNIT ,Revisi qty dan harga ,26/5/2026,52800000.0,79800000.0,,Syaiful ,,,,,,,,,,,,,,,,,,,,,,,,,0.0,79800000.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112187&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
2026-05-08,P00108,S00547,07/05/2026,30/05/2026,PT. Panca Karya Wijaya ,8161163491,Street Furniture & Landscape,Tiang PJU Octagonal 5m ,Tiang PJU Octagonal 7m H07 Solar Cell ,9.0,UNIT ,Revisi qty dan harga ,26/5/2026,27000000.0,,,Syaiful ,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112187&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-05
